"id","item_id","state","description","uid","ts"
"c43ab01c-8ad5-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",1,"閒置","c43ab18e-8ad5-11e6-ac50-0242ac110004","2016-10-05 08:29:00.622131"
"a4a126a0-8af3-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",0,"使用","a4a12984-8af3-11e6-ac50-0242ac110004","2016-10-05 12:02:52.508286"
"e8166330-8af5-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",2,"保養","e8166498-8af5-11e6-ac50-0242ac110004","2016-10-05 12:19:04.677701"
"ba4fd650-8af7-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",3,"測試","ba4fd808-8af7-11e6-ac50-0242ac110004","2016-10-05 13:32:06.871301"
"f47015d2-8af9-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",0,"使用","f470174e-8af9-11e6-ac50-0242ac110004","2016-10-05 17:48:03.38508"
"07655a26-8afa-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",2,"保養","07655c10-8afa-11e6-ac50-0242ac110004","2016-10-05 17:48:35.191189"
"37207592-8afb-11e6-ac50-0242ac110004","841ce080-69de-11e6-9947-6f0a68fb63ff",0,"使用","372078a8-8afb-11e6-ac50-0242ac110004","2016-10-05 20:57:04.767132"
